domain,dimension,type,group,indicator,date,populationTotal,GNIperCap,value,boundary
social,social cohesion,national aggregate,Bottom-40,palma,2007,2749859301,3481.6419270781485,86.3699651519007,NA
social,social cohesion,national aggregate,Bottom-40,palma,2008,2810086898,3550.327833144699,89.44396811318822,NA
social,social cohesion,national aggregate,Bottom-40,palma,2009,2862628786,3690.6612219346785,89.41539537079188,NA
social,social cohesion,national aggregate,Bottom-40,palma,2010,2916557172,3860.087593058656,89.37842350652195,NA
social,social cohesion,national aggregate,Bottom-40,palma,2011,2971219398,4025.339575358574,86.35012448851816,NA
social,social cohesion,national aggregate,Bottom-40,palma,2012,3025496765,4118.907239318242,86.34730402694713,NA
social,social cohesion,national aggregate,Bottom-40,palma,2013,3078734496,4261.941562979554,86.36201421247856,NA
social,social cohesion,national aggregate,Bottom-40,palma,2014,3131533963,4461.00717186334,86.38907005205616,NA
social,social cohesion,national aggregate,Bottom-40,palma,2015,3184625696,4655.56473539207,85.83105108500638,NA
social,social cohesion,national aggregate,Bottom-40,palma,2016,3239351100,4835.955023097456,85.81916282554243,NA
social,social cohesion,national aggregate,Bottom-40,palma,2017,3295224355,5037.397493099811,85.6104483058787,0
social,social cohesion,national aggregate,Bottom-40,palma,2018,3351275676,5234.702054758413,85.58503726030088,NA
social,social cohesion,national aggregate,Bottom-40,palma,2019,3407742141,5364.77105881448,85.54900354474914,NA
social,social cohesion,national aggregate,Bottom-40,palma,2020,3464675412,5076.04284296782,82.45770977867292,NA
social,social cohesion,national aggregate,Bottom-40,palma,2021,3519786549,5287.298647675415,82.24154086339172,NA
social,social cohesion,national aggregate,Bottom-40,palma,2022,3573523686,5529.041654165806,82.19508672930621,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2000,2068606709,2657.2786024748248,NA,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2001,2111705855,2731.934993762761,NA,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2002,2155516332,2798.596426746777,NA,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2003,2199225441,2924.098931047366,NA,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2004,2242454831,3079.1075996709696,NA,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2005,2285372248,3232.607686231488,27.977830356451236,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2006,2327837030,3412.6536543005695,28.416316969255632,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2007,2369725015,3588.4157754294074,37.62732259407227,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2008,2411777263,3663.5010115225737,33.000107974365946,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2009,2454747332,3815.923832807464,32.702104404688924,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2010,2498623479,4005.671853583656,33.855732806912485,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2011,2543300889,4138.407968711472,36.12058847173536,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2012,2587910089,4281.808014532431,38.69485490379903,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2013,2632058645,4465.57367256785,37.348308216634365,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2014,2675979160,4676.780023915346,33.804290929472685,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2015,2719520306,4893.09160667262,33.74461060527578,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2016,2763758398,5096.673417169512,32.81659492395784,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2017,2808750144,5327.612591183659,32.974780242219595,0
social,social cohesion,national aggregate,Bottom-40,socialSupport,2018,2853383175,5561.141260871828,31.522038504286016,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2019,2897623168,5714.772660140999,35.93962639223143,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2020,2942137369,5398.3644631936995,33.835558126874176,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2021,2984932866,5664.189471179911,37.66350589137476,NA
social,social cohesion,national aggregate,Bottom-40,socialSupport,2022,3025970227,5946.329182092706,36.09616174809331,NA
social,social cohesion,national aggregate,Middle-40,palma,2000,2771079507,7692.85018485735,77.69106417053807,NA
social,social cohesion,national aggregate,Middle-40,palma,2001,2795128241,7902.984182376066,78.56204888167777,NA
social,social cohesion,national aggregate,Middle-40,palma,2002,2817982774,8168.321690814426,73.4539344277766,NA
social,social cohesion,national aggregate,Middle-40,palma,2003,2840378133,8528.850379276693,72.5912475893575,NA
social,social cohesion,national aggregate,Middle-40,palma,2004,2863160639,9073.696198278563,72.63184536953953,NA
social,social cohesion,national aggregate,Middle-40,palma,2005,2886128730,9583.909852877112,73.59343146831846,NA
social,social cohesion,national aggregate,Middle-40,palma,2006,2908976565,10285.251123919892,72.71649168476543,NA
social,social cohesion,national aggregate,Middle-40,palma,2007,2931945847,11087.96033204242,72.97049518118197,NA
social,social cohesion,national aggregate,Middle-40,palma,2008,2955942444,11621.247297116652,71.6259879585125,NA
social,social cohesion,national aggregate,Middle-40,palma,2009,2981024091,11630.725189742872,69.12279042698954,NA
social,social cohesion,national aggregate,Middle-40,palma,2010,3006436061,12302.342501699068,69.13951834746835,NA
social,social cohesion,national aggregate,Middle-40,palma,2011,3031818549,12869.064810164246,77.42792106652554,NA
social,social cohesion,national aggregate,Middle-40,palma,2012,3058599742,13418.780155524284,76.74100830418496,NA
social,social cohesion,national aggregate,Middle-40,palma,2013,3087056858,13858.936902267154,76.49093876844947,NA
social,social cohesion,national aggregate,Middle-40,palma,2014,3115874201,14317.047425141602,72.80237046386456,NA
social,social cohesion,national aggregate,Middle-40,palma,2015,3143671521,14682.35031361053,75.36761796430703,NA
social,social cohesion,national aggregate,Middle-40,palma,2016,3169140069,15090.746063579065,67.11021345519455,NA
social,social cohesion,national aggregate,Middle-40,palma,2017,3193178974,15681.633581815418,67.23138782636867,0
social,social cohesion,national aggregate,Middle-40,palma,2018,3214995105,16205.265939374283,67.12396649201119,NA
social,social cohesion,national aggregate,Middle-40,palma,2019,3233967613,16672.718839130957,67.1218763995705,NA
social,social cohesion,national aggregate,Middle-40,palma,2020,3249703015,16353.946617090254,66.76000969891706,NA
social,social cohesion,national aggregate,Middle-40,palma,2021,3261155656,17377.02988724466,66.7248818374096,NA
social,social cohesion,national aggregate,Middle-40,palma,2022,3270491108,17872.515797620435,66.68381582403006,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2000,2708222736,7641.4605772523855,NA,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2001,2731386678,7851.073005672814,NA,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2002,2753358616,8117.255404838118,NA,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2003,2774863718,8469.510670568241,NA,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2004,2796726888,9019.2650758982345,NA,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2005,2818763300,9528.41552352324,19.322720363351948,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2006,2840665243,10233.75332867938,19.73697206160567,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2007,2862618119,11042.149030315284,18.541516162005134,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2008,2885541102,11585.56429757122,22.30143929180781,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2009,2909490695,11598.623807432848,18.06326762262236,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2010,2933717376,12280.143120263418,18.861156186754584,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2011,2958286321,12894.986433015796,18.977182816195352,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2012,2984220456,13423.408108335569,18.768820940216216,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2013,3011379636,13884.899460213828,19.59959861697041,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2014,3038876069,14360.081121531226,16.426310751095983,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2015,3065347669,14730.456648707072,18.46962169447231,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2016,3089490240,15148.596738406466,20.07769562423887,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2017,3112206752,15746.957918584492,19.49871129786908,0
social,social cohesion,national aggregate,Middle-40,socialSupport,2018,3132682647,16284.66566559764,18.25010928130338,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2019,3150369745,16773.72182993595,16.570850481968975,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2020,3164900724,16482.64955016132,18.86843062799495,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2021,3175175854,17522.014019210605,16.462037069410385,NA
social,social cohesion,national aggregate,Middle-40,socialSupport,2022,3183371386,18023.659519827743,14.730443905987684,NA
social,social cohesion,national aggregate,Top-20,palma,2000,925537229,42841.57056886864,0.7263747788150832,NA
social,social cohesion,national aggregate,Top-20,palma,2001,932036528,43168.38978676752,0.7323335293142074,NA
social,social cohesion,national aggregate,Top-20,palma,2002,938669229,43387.74839026642,0.7366231667534506,NA
social,social cohesion,national aggregate,Top-20,palma,2003,945536724,44109.777454907606,0.7399504241783421,NA
social,social cohesion,national aggregate,Top-20,palma,2004,952625436,45340.414645573714,1.435856159524172,NA
social,social cohesion,national aggregate,Top-20,palma,2005,960198702,46315.86108642239,1.4498829222537315,NA
social,social cohesion,national aggregate,Top-20,palma,2006,968597868,47338.75129945506,1.4693376343463107,NA
social,social cohesion,national aggregate,Top-20,palma,2007,977999082,48116.33221024317,31.258389770145,NA
social,social cohesion,national aggregate,Top-20,palma,2008,987630430,47807.91933225158,0.7530465621639463,NA
social,social cohesion,national aggregate,Top-20,palma,2009,996519621,45919.21545509608,0.759419066170098,NA
social,social cohesion,national aggregate,Top-20,palma,2010,1004298471,47126.41840786978,0.7668753087248302,NA
social,social cohesion,national aggregate,Top-20,palma,2011,1011579211,47946.01860155472,0.774798346463844,NA
social,social cohesion,national aggregate,Top-20,palma,2012,1018860680,48274.52404996078,0.7826552890430515,NA
social,social cohesion,national aggregate,Top-20,palma,2013,1025840434,48694.91910204364,0.03759356594049012,NA
social,social cohesion,national aggregate,Top-20,palma,2014,1032449176,49381.90255022027,0.03769008771042886,NA
social,social cohesion,national aggregate,Top-20,palma,2015,1038946701,50181.83804288999,0.03779760786785539,NA
social,social cohesion,national aggregate,Top-20,palma,2016,1045436685,50795.6954314738,0.03787661229814219,NA
social,social cohesion,national aggregate,Top-20,palma,2017,1051706513,51746.36506086974,0.03794024236493437,0
social,social cohesion,national aggregate,Top-20,palma,2018,1057621731,52596.85291749837,0.03800092114408341,NA
social,social cohesion,national aggregate,Top-20,palma,2019,1063158403,53214.91427993404,0.03805237289743737,NA
social,social cohesion,national aggregate,Top-20,palma,2020,1066319975,50530.945000510386,31.542921626315778,NA
social,social cohesion,national aggregate,Top-20,palma,2021,1067926913,53260.809722408114,0.03819605958371423,NA
social,social cohesion,national aggregate,Top-20,palma,2022,1070488119,54508.03426175838,0.03829879031100204,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2000,920215871,42802.166516442725,NA,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2001,926610481,43126.293984763935,NA,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2002,933139472,43350.64800861324,NA,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2003,939891030,44078.53494602646,NA,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2004,946834725,45302.342823842744,NA,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2005,954199353,46286.54165220403,5.874069145184791,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2006,962297036,47297.58743699467,6.057689108028072,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2007,971348904,48061.46513975733,6.251618548631882,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2008,980633227,47744.81403210857,8.163134690467501,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2009,989220035,45860.97800962637,8.8444627370489,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2010,996655205,47064.30202196776,8.000110212809957,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2011,1003495609,47882.617732434264,8.167925845930597,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2012,1010304665,48202.16207730486,9.45005381292644,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2013,1016807179,48625.221894702176,8.564614252407353,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2014,1022963907,49323.30526103864,10.356659339794945,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2015,1028995418,50127.90764687617,9.568916262101451,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2016,1035016779,50746.52085196338,9.607352270217348,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2017,1040945212,51718.84779246646,9.32043267398879,0
social,social cohesion,national aggregate,Top-20,socialSupport,2018,1046683473,52587.27648257096,9.688953783318697,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2019,1052138996,53215.86393796806,9.45488861157429,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2020,1055394306,50519.604439288625,8.427400253409317,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2021,1057083776,53256.289456014994,10.242647596129274,NA
social,social cohesion,national aggregate,Top-20,socialSupport,2022,1059551784,54497.048961391905,10.525910315897647,NA
social,social cohesion,national aggregate,World,palma,2000,6087113661,11033.593778486846,71.33337934561692,NA
social,social cohesion,national aggregate,World,palma,2001,6168321963,11157.924027657036,71.86686992979196,NA
social,social cohesion,national aggregate,World,palma,2002,6249366588,11289.939082169089,69.69780509217904,NA
social,social cohesion,national aggregate,World,palma,2003,6330239342,11559.495576669651,69.44987649726056,NA
social,social cohesion,national aggregate,World,palma,2004,6411455695,12000.204077563389,67.62562904990955,NA
social,social cohesion,national aggregate,World,palma,2005,6493271134,12388.84340932646,68.14812014902071,NA
social,social cohesion,national aggregate,World,palma,2006,6575894375,12881.718983200612,67.8362875620246,NA
social,social cohesion,national aggregate,World,palma,2007,6659804230,13384.936003439365,72.3777234514895,NA
social,social cohesion,national aggregate,World,palma,2008,6753659772,13554.87644970591,68.67555786907059,NA
social,social cohesion,national aggregate,World,palma,2009,6840172498,13303.153428987966,67.65568621775421,NA
social,social cohesion,national aggregate,World,palma,2010,6927291704,13796.6417931423,67.74812077409813,NA
social,social cohesion,national aggregate,World,palma,2011,7014617158,14181.534053313428,70.15298640194156,NA
social,social cohesion,national aggregate,World,palma,2012,7102957187,14457.278813069255,69.93719951025238,NA
social,social cohesion,national aggregate,World,palma,2013,7191631788,14719.598108524537,69.81115958101942,NA
social,social cohesion,national aggregate,World,palma,2014,7279857340,15050.324979535386,68.32719717828975,NA
social,social cohesion,national aggregate,World,palma,2015,7367243918,15354.313495222154,69.26743302922091,NA
social,social cohesion,national aggregate,World,palma,2016,7453927854,15641.917922024915,65.83370180282402,NA
social,social cohesion,national aggregate,World,palma,2017,7540109842,16060.191327793138,65.89126693255406,0
social,social cohesion,national aggregate,World,palma,2018,7623892512,16431.285562868605,65.93252293481443,NA
social,social cohesion,national aggregate,World,palma,2019,7704868157,16713.676317093705,66.01532488753786,NA
social,social cohesion,national aggregate,World,palma,2020,7780698402,16015.845882759748,68.92366521521419,NA
social,social cohesion,national aggregate,World,palma,2021,7848869118,16837.8414884704,64.6097772909761,NA
social,social cohesion,national aggregate,World,palma,2022,7914502913,17254.434027524196,64.67316014998856,NA
social,social cohesion,national aggregate,World,socialSupport,2000,5697045316,11511.032635419457,NA,NA
social,social cohesion,national aggregate,World,socialSupport,2001,5769703014,11642.650442749093,NA,NA
social,social cohesion,national aggregate,World,socialSupport,2002,5842014420,11782.637161879573,NA,NA
social,social cohesion,national aggregate,World,socialSupport,2003,5913980189,12066.579183707465,NA,NA
social,social cohesion,national aggregate,World,socialSupport,2004,5986016444,12533.044783811456,NA,NA
social,social cohesion,national aggregate,World,socialSupport,2005,6058334901,12942.937169723027,20.469479993522285,NA
social,social cohesion,national aggregate,World,socialSupport,2006,6130799309,13461.392711498323,20.885365064945532,NA
social,social cohesion,national aggregate,World,socialSupport,2007,6203692038,13991.259635488695,23.90772940285896,NA
social,social cohesion,national aggregate,World,socialSupport,2008,6277951592,14190.348581759928,24.203065074118015,NA
social,social cohesion,national aggregate,World,socialSupport,2009,6353458062,13926.245250794182,22.28383833877736,NA
social,social cohesion,national aggregate,World,socialSupport,2010,6428996060,14456.692103510704,23.00505096448988,NA
social,social cohesion,national aggregate,World,socialSupport,2011,6505082819,14868.723115954395,24.01229118443044,NA
social,social cohesion,national aggregate,World,socialSupport,2012,6582435210,15167.367281369412,25.172528547292387,NA
social,social cohesion,national aggregate,World,socialSupport,2013,6660245460,15466.221266740382,24.929010788117253,NA
social,social cohesion,national aggregate,World,socialSupport,2014,6737819136,15822.54311864738,22.40659571646502,NA
social,social cohesion,national aggregate,World,socialSupport,2015,6813863393,16149.754386108643,23.221970771978633,NA
social,social cohesion,national aggregate,World,socialSupport,2016,6888265417,16464.365035837538,23.615634044472543,NA
social,social cohesion,national aggregate,World,socialSupport,2017,6961902108,16921.842126261992,23.41371610047156,0
social,social cohesion,national aggregate,World,socialSupport,2018,7032749295,17336.746202719998,22.360746297139983,NA
social,social cohesion,national aggregate,World,socialSupport,2019,7100131909,17660.681616347716,23.420925024082024,NA
social,social cohesion,national aggregate,World,socialSupport,2020,7162432399,16944.91136794954,23.47802961276707,NA
social,social cohesion,national aggregate,World,socialSupport,2021,7217192496,17851.686894085637,24.319738719568107,NA
social,social cohesion,national aggregate,World,socialSupport,2022,7268893397,18312.534691469777,23.01191148498269,NA
social,political voice,global doughnut,World,govRegimes,2000,6084948028,11028.4470413758,46.63682434002212,0
social,political voice,global doughnut,World,govRegimes,2001,6166127352,11152.76028809876,46.03006467388966,0
social,political voice,global doughnut,World,govRegimes,2002,6247142642,11284.687175014422,48.53922447061679,0
social,political voice,global doughnut,World,govRegimes,2003,6327986460,11554.247982960023,47.843051547869464,0
social,political voice,global doughnut,World,govRegimes,2004,6409174329,11995.078155237525,49.09820425326115,0
social,political voice,global doughnut,World,govRegimes,2005,6490951589,12383.721716281398,49.45188273225927,0
social,political voice,global doughnut,World,govRegimes,2006,6573549605,12876.458765211017,49.585767277403846,0
social,political voice,global doughnut,World,govRegimes,2007,6657436614,13379.739886767127,50.458514707234436,0
social,political voice,global doughnut,World,govRegimes,2008,6751269201,13549.975093848105,50.34204247842139,0
social,political voice,global doughnut,World,govRegimes,2009,6837758745,13298.668586066797,50.69099407074796,0
social,political voice,global doughnut,World,govRegimes,2010,6924854700,13792.366213313791,49.76636637588945,0
social,political voice,global doughnut,World,govRegimes,2011,7012156181,14177.490209214177,49.629011992481175,0
social,political voice,global doughnut,World,govRegimes,2012,7100472452,14453.442156074118,47.86732650505043,0
social,political voice,global doughnut,World,govRegimes,2013,7189125117,14715.931389947464,48.388476614128734,0
social,political voice,global doughnut,World,govRegimes,2014,7277328582,15046.81655742922,48.01433125670015,0
social,political voice,global doughnut,World,govRegimes,2015,7364693291,15350.737308665568,48.03791642380291,0
social,political voice,global doughnut,World,govRegimes,2016,7451355696,15638.382530885674,47.506385675565795,0
social,political voice,global doughnut,World,govRegimes,2017,7537515760,16056.690045694071,66.10254127017573,0
social,political voice,global doughnut,World,govRegimes,2018,7621277016,16428.10187876494,67.88491449842873,0
social,political voice,global doughnut,World,govRegimes,2019,7702231758,16710.3743932465,67.89607363564872,0
social,political voice,global doughnut,World,govRegimes,2020,7778041468,16013.049532167362,67.71991885965605,0
social,political voice,global doughnut,World,govRegimes,2021,7846191585,16835.161374113653,70.7494789907045,0
social,political voice,global doughnut,World,govRegimes,2022,7911804204,17251.584578168557,70.76488174681326,0
social,political voice,national aggregate,Bottom-40,govRegimes,2000,2389945917,2590.671949861747,41.38217078323952,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2001,2440601941,2662.819506213497,42.17686816139429,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2002,2492155654,2731.6211374082936,47.65119141310264,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2003,2543762367,2845.9329537312037,46.02070787691624,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2004,2595104623,2991.96101550394,49.36314388431499,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2005,2646376090,3139.6893409668046,49.47183334776879,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2006,2697749751,3311.8570038056037,49.044723199753896,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2007,2749286468,3481.4351455806286,51.12499287942518,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2008,2809511421,3550.1402319068916,50.66360198291573,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2009,2862050601,3690.517411573784,51.45252283399444,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2010,2915975568,3859.969421833083,47.89172678006471,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2011,2970634007,4025.244327501248,47.49746383011767,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2012,3024908232,4118.834478145015,43.71597951339107,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2013,3078143278,4261.887246708674,42.59762699714071,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2014,3130940253,4460.963705773672,41.252698219406106,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2015,3184029547,4655.494651093422,41.972289461295006,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2016,3238752230,4835.899647709131,40.75362273081321,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2017,3294622503,5037.3540355954465,83.39360155824201,0
social,political voice,national aggregate,Bottom-40,govRegimes,2018,3350670781,5234.689706790688,87.07449175681936,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2019,3407133981,5364.74691175456,88.24884165892153,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2020,3464062178,5076.005116678059,87.63968549065692,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2021,3519166509,5287.35486659999,94.18736739290786,NA
social,political voice,national aggregate,Bottom-40,govRegimes,2022,3572896169,5529.173465768377,92.47632465974412,NA
social,political voice,national aggregate,Middle-40,govRegimes,2000,2770249768,7691.947282112168,65.24938617014983,NA
social,political voice,national aggregate,Middle-40,govRegimes,2001,2794287788,7902.162808908474,63.224143611366635,NA
social,political voice,national aggregate,Middle-40,govRegimes,2002,2817131735,8167.534138541174,63.95077172349557,NA
social,political voice,national aggregate,Middle-40,govRegimes,2003,2839516412,8528.043742698752,63.83859312590583,NA
social,political voice,national aggregate,Middle-40,govRegimes,2004,2862288146,9072.986838834498,63.60956357746102,NA
social,political voice,national aggregate,Middle-40,govRegimes,2005,2885235255,9583.190509122234,64.26601164624962,NA
social,political voice,national aggregate,Middle-40,govRegimes,2006,2908072527,10284.576402259116,64.91591913450239,NA
social,political voice,national aggregate,Middle-40,govRegimes,2007,2931031168,11087.438245811058,64.90373916078399,NA
social,political voice,national aggregate,Middle-40,govRegimes,2008,2955016869,11620.863269798476,65.0133489982456,NA
social,political voice,national aggregate,Middle-40,govRegimes,2009,2980087477,11630.490665799372,64.98688719532511,NA
social,political voice,national aggregate,Middle-40,govRegimes,2010,3005489039,12302.406183119158,66.23864988915037,NA
social,political voice,national aggregate,Middle-40,govRegimes,2011,3030861670,12869.2737856351,66.26954433060615,NA
social,political voice,national aggregate,Middle-40,govRegimes,2012,3057632885,13419.167264192847,65.87696191002995,NA
social,political voice,national aggregate,Middle-40,govRegimes,2013,3086080215,13859.42256123763,68.16810933088465,NA
social,political voice,national aggregate,Middle-40,govRegimes,2014,3114887046,14317.639459051905,68.6183041771846,NA
social,political voice,national aggregate,Middle-40,govRegimes,2015,3142673848,14683.000799484083,67.93072957152759,NA
social,political voice,national aggregate,Middle-40,govRegimes,2016,3168132734,15091.428079195408,67.92491715721151,NA
social,political voice,national aggregate,Middle-40,govRegimes,2017,3192161822,15682.511933638909,67.8431249028327,0
social,political voice,national aggregate,Middle-40,govRegimes,2018,3213968034,16206.222619638567,67.99977479178625,NA
social,political voice,national aggregate,Middle-40,govRegimes,2019,3232930982,16673.778088157665,66.53435687232991,NA
social,political voice,national aggregate,Middle-40,govRegimes,2020,3248657974,16355.453284674675,66.4752420933063,NA
social,political voice,national aggregate,Middle-40,govRegimes,2021,3260103260,17378.659541987392,66.40452591063021,NA
social,political voice,national aggregate,Middle-40,govRegimes,2022,3269431713,17873.984848656917,67.9741616918732,NA
social,political voice,national aggregate,Top-20,govRegimes,2000,924752343,42830.21973778781,4.4600106517383535,NA
social,political voice,national aggregate,Top-20,govRegimes,2001,931237623,43157.12743881173,4.535729652323122,NA
social,political voice,national aggregate,Top-20,govRegimes,2002,937855253,43375.9960739964,4.605747407377373,NA
social,political voice,national aggregate,Top-20,govRegimes,2003,944707681,44098.53790031769,4.672032194475192,NA
social,political voice,national aggregate,Top-20,govRegimes,2004,951781560,45330.351268958155,4.73588456578209,NA
social,political voice,national aggregate,Top-20,govRegimes,2005,959340244,46306.38661893481,4.843054827584195,NA
social,political voice,national aggregate,Top-20,govRegimes,2006,967727327,47328.60554556319,5.02611630807032,NA
social,political voice,national aggregate,Top-20,govRegimes,2007,977118978,48106.40429629215,5.252410315993269,NA
social,political voice,national aggregate,Top-20,govRegimes,2008,986740911,47799.2981514504,5.489961386631916,NA
social,political voice,national aggregate,Top-20,govRegimes,2009,995620667,45911.82342433758,5.711467819500376,NA
social,political voice,national aggregate,Top-20,govRegimes,2010,1003390093,47120.06712269225,5.874300275755264,NA
social,political voice,national aggregate,Top-20,govRegimes,2011,1010660504,47941.18211453516,5.991111828389012,NA
social,political voice,national aggregate,Top-20,govRegimes,2012,1017931335,48270.725873943105,6.106739802837487,NA
social,political voice,national aggregate,Top-20,govRegimes,2013,1024901624,48692.168564570165,6.2220214610568325,NA
social,political voice,national aggregate,Top-20,govRegimes,2014,1031501283,49380.24656592933,6.319008136415473,NA
social,political voice,national aggregate,Top-20,govRegimes,2015,1037989896,50180.02306387485,6.415653683781137,NA
social,political voice,national aggregate,Top-20,govRegimes,2016,1044470732,50794.36029535577,6.511372019948569,NA
social,political voice,national aggregate,Top-20,govRegimes,2017,1050731435,51745.15259837263,6.597572766060815,0
social,political voice,national aggregate,Top-20,govRegimes,2018,1056638201,52598.05287466278,6.6841051112063665,NA
social,political voice,national aggregate,Top-20,govRegimes,2019,1062166795,53215.36253544037,6.75476180744287,NA
social,political voice,national aggregate,Top-20,govRegimes,2020,1065321316,50532.44632408532,6.743216241061302,NA
social,political voice,national aggregate,Top-20,govRegimes,2021,1066921816,53264.06664336831,6.71776159463216,NA
social,political voice,national aggregate,Top-20,govRegimes,2022,1069476322,54511.000006744274,6.762845283450791,NA
social,political voice,national aggregate,World,govRegimes,2000,6084948028,11028.4470413758,46.63682434002212,NA
social,political voice,national aggregate,World,govRegimes,2001,6166127352,11152.76028809876,46.03006467388966,NA
social,political voice,national aggregate,World,govRegimes,2002,6247142642,11284.687175014422,48.53922447061679,NA
social,political voice,national aggregate,World,govRegimes,2003,6327986460,11554.247982960023,47.843051547869464,NA
social,political voice,national aggregate,World,govRegimes,2004,6409174329,11995.078155237525,49.09820425326115,NA
social,political voice,national aggregate,World,govRegimes,2005,6490951589,12383.721716281398,49.45188273225927,NA
social,political voice,national aggregate,World,govRegimes,2006,6573549605,12876.458765211017,49.585767277403846,NA
social,political voice,national aggregate,World,govRegimes,2007,6657436614,13379.739886767127,50.458514707234436,NA
social,political voice,national aggregate,World,govRegimes,2008,6751269201,13549.975093848105,50.34204247842139,NA
social,political voice,national aggregate,World,govRegimes,2009,6837758745,13298.668586066797,50.69099407074796,NA
social,political voice,national aggregate,World,govRegimes,2010,6924854700,13792.366213313791,49.76636637588945,NA
