domain,dimension,type,group,indicator,date,populationTotal,GNIperCap,value,_join_code,indCode,date_grp,dimension_grp,domain_grp,group_grp,indicator_grp,type_grp,value_grp
social,income and work,national aggregate,Bottom-40,youthNEET,2007,2242822106.0,3673.3266582465776,29.22098603901974,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2008,2281328821.0,3754.780899489421,28.211148889018265,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2009,2320683047.0,3919.548410273382,27.28614651018953,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2010,2360940735.0,4118.511465415591,26.548909146853727,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2011,2401872638.0,4263.217063388429,25.852951629978715,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2012,2442649673.0,4415.367799580202,26.038501219661946,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2013,2482896383.0,4608.864138968343,25.72512274434197,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2014,2522769607.0,4847.28726759176,26.21662807092196,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2015,2562032049.0,5087.6526970775085,26.641162171907936,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2016,2601737248.0,5311.393733525916,27.57263496173141,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2017,2642135730.0,5557.466667592415,27.8774040780218,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2018,2682203135.0,5800.429811362861,27.954556141964453,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2019,2721824313.0,5964.230593600589,28.40283024288791,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2020,2761429925.0,5635.885861530438,28.003152905932364,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2021,2799105553.0,5896.876638415241,26.052872750096924,,,,,,,,,
social,income and work,national aggregate,Bottom-40,youthNEET,2022,2835178815.0,6197.205433451961,24.03640857809528,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2000,1446252852.0,11373.12209111469,,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2001,1460334179.0,11542.80515099872,,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2002,1473649722.0,11772.842535075551,,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2003,1486755199.0,12142.947330771216,,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2004,1500250632.0,12746.378815640464,,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2005,1513729016.0,13259.553586377446,23.910740190164923,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2006,1527595519.0,13974.261940565617,23.129765388756027,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2007,1541788439.0,14735.119861751113,22.80738825632635,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2008,1555964129.0,15154.733076032497,22.31100219178104,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2009,1570406992.0,14649.54127240417,22.45418610652535,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2010,1585171053.0,15229.176261525254,22.15737380384129,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2011,1600321493.0,15725.794196009843,21.719205668583506,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2012,1615847031.0,16042.243240087288,21.12608811086197,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2013,1632046731.0,16325.644673940147,20.937723284704244,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2014,1649313614.0,16490.26298551394,20.673019368740004,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2015,1666873897.0,16593.187145171454,20.749150835947987,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2016,1682812715.0,16691.400249616003,20.916832701027577,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2017,1697154935.0,17047.19587307313,20.659490678046627,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2018,1710832438.0,17326.80189140739,20.68666473247238,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2019,1723700204.0,17494.715379500933,20.515486391507093,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2020,1735052278.0,16790.556874658258,21.89918954884943,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2021,1744229316.0,17601.37713102611,20.86970193367052,,,,,,,,,
social,income and work,national aggregate,Middle-40,youthNEET,2022,1752306923.0,18080.26290573061,20.153018032161253,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2000,847838422.0,43710.450251831775,,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2001,853198039.0,44052.28093231957,,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2002,858712445.0,44273.0706736065,,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2003,864497811.0,44901.67149874854,,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2004,870525859.0,46051.67478116888,,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2005,876637525.0,47010.06201696477,11.349122389153942,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2006,882858865.0,48010.16803240224,10.770189102048606,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2007,889619539.0,48817.54127794255,10.49665136356678,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2008,896444237.0,48458.81198102088,10.8673589692116,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2009,902663704.0,46567.158796825854,12.306808047972648,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2010,908326985.0,47795.34355276261,12.414569591059768,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2011,913799039.0,48481.706943656434,12.104686205267502,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2012,919156431.0,48727.0055161179,11.879646180955676,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2013,924220380.0,49113.27055456763,12.100198608766885,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2014,929101931.0,49783.240067127146,11.498903578051006,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2015,933872951.0,50551.65876768284,11.028603268775903,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2016,938725227.0,51150.19793107228,10.629881990515637,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2017,943553307.0,52222.42927574261,10.015607496132702,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2018,948064859.0,53133.48739736617,9.8488386920794,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2019,952416704.0,53804.188037275264,9.526150236472544,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2020,955492258.0,50979.77980007228,11.398869828163486,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2021,957299424.0,53794.94396934196,10.427160979321762,,,,,,,,,
social,income and work,national aggregate,Top-20,youthNEET,2022,959247039.0,54911.72513650057,9.565683407504372,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2000,3106874362.0,17140.667342915134,39.31293234206692,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2001,3147345703.0,17283.330877200082,39.319371979129606,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2002,3187834256.0,17416.680692490623,39.29297203355724,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2003,3228391076.0,17658.316172354902,39.26254271089004,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2004,3269189857.0,18189.75233340712,39.1550806993221,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2005,3310183500.0,18589.064584007105,39.04029304505479,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2006,3351236628.0,19093.633142663035,38.91658132954296,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2007,3392526466.0,19583.397706067968,38.76808913818705,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2008,3434876646.0,19640.163229240527,38.60102125218408,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2009,3478301287.0,18929.624104755232,38.41875114668829,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2010,3522427332.0,19436.85139764196,38.23393866125006,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2011,3567860672.0,19733.84644838837,38.048199248612576,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2012,3614012067.0,19882.734079546903,37.833291702853366,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2013,3660572929.0,20044.53325429425,37.64947896792118,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2014,3707520953.0,20255.09830210746,37.4757792375292,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2015,3753981981.0,20428.622225354786,37.29803814391806,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2016,3800117560.0,20597.888985097263,37.14883031682655,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2017,3846427812.0,20932.065164018644,37.00568922002557,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2018,3892633363.0,21236.91959360604,36.87285355829445,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2019,3938252720.0,21446.43173249228,36.76082761424928,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2020,3981745176.0,20300.952913900743,36.69581567943532,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2021,4022349653.0,21159.8107205758,36.66407858322589,,,,,,,,,
social,water,global doughnut,World,drinkingH2O,2022,4061989045.0,21527.829858278696,36.6379297173765,,,,,,,,,
social,water,global doughnut,World,sanitation,2000,5378183573.0,11804.871082894484,66.31017376532745,,,,,,,,,
social,water,global doughnut,World,sanitation,2001,5445166424.0,11933.853725933806,65.9243617552961,,,,,,,,,
social,water,global doughnut,World,sanitation,2002,5511978441.0,12063.380509890856,65.41882707697982,,,,,,,,,
social,water,global doughnut,World,sanitation,2003,5578561403.0,12350.50919369416,64.56546809164163,,,,,,,,,
social,water,global doughnut,World,sanitation,2004,5645403732.0,12833.509574782594,63.441098944622766,,,,,,,,,
social,water,global doughnut,World,sanitation,2005,5712594523.0,13255.43177532767,62.33425516598346,,,,,,,,,
social,water,global doughnut,World,sanitation,2006,5779723403.0,13788.80853587095,61.18298972131089,,,,,,,,,
social,water,global doughnut,World,sanitation,2007,5847831575.0,14327.578148314524,59.974199447890086,,,,,,,,,
social,water,global doughnut,World,sanitation,2008,5917136294.0,14531.76251892094,58.73269265611348,,,,,,,,,
social,water,global doughnut,World,sanitation,2009,5987090668.0,14239.762973180745,57.45605740645689,,,,,,,,,
social,water,global doughnut,World,sanitation,2010,6057241396.0,14784.79375539475,56.1659322465892,,,,,,,,,
social,water,global doughnut,World,sanitation,2011,6127527177.0,15186.432389837946,54.85842194364377,,,,,,,,,
social,water,global doughnut,World,sanitation,2012,6199589650.0,15507.122255672495,53.516491134747234,,,,,,,,,
social,water,global doughnut,World,sanitation,2013,6273500093.0,15800.10581172948,52.15251796181698,,,,,,,,,
social,water,global doughnut,World,sanitation,2014,6347198489.0,16155.19441664527,50.75197457361438,,,,,,,,,
social,water,global doughnut,World,sanitation,2015,6419580785.0,16488.692841459277,49.33229860483743,,,,,,,,,
social,water,global doughnut,World,sanitation,2016,6491362414.0,16792.457662516023,47.901243520511166,,,,,,,,,
social,water,global doughnut,World,sanitation,2017,6562508271.0,17255.224307859957,46.47976193623666,,,,,,,,,
social,water,global doughnut,World,sanitation,2018,6630395543.0,17675.191375031754,45.0666872465756,,,,,,,,,
social,water,global doughnut,World,sanitation,2019,6694794119.0,18001.57314011174,43.67451801792409,,,,,,,,,
social,water,global doughnut,World,sanitation,2020,6754127868.0,17253.742228800053,42.78253447767987,,,,,,,,,
social,water,global doughnut,World,sanitation,2021,6806191402.0,18187.63309757008,41.94855184722412,,,,,,,,,
social,water,global doughnut,World,sanitation,2022,6855197810.0,18651.18285837111,41.16790409278907,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2000,3106874362.0,17140.667342915134,39.31293234206692,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2001,3147345703.0,17283.330877200082,39.319371979129606,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2002,3187834256.0,17416.680692490623,39.29297203355724,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2003,3228391076.0,17658.316172354902,39.26254271089004,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2004,3269189857.0,18189.75233340712,39.1550806993221,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2005,3310183500.0,18589.064584007105,39.04029304505479,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2006,3351236628.0,19093.633142663035,38.91658132954296,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2007,3392526466.0,19583.397706067968,38.76808913818705,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2008,3434876646.0,19640.163229240527,38.60102125218408,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2009,3478301287.0,18929.624104755232,38.41875114668829,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2010,3522427332.0,19436.85139764196,38.23393866125006,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2011,3567860672.0,19733.84644838837,38.048199248612576,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2012,3614012067.0,19882.734079546903,37.833291702853366,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2013,3660572929.0,20044.53325429425,37.64947896792118,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2014,3707520953.0,20255.09830210746,37.4757792375292,,,,,,,,,
social,water,national aggregate,World,drinkingH2O,2015,3753981981.0,20428.622225354786,37.29803814391806,,,,,,,,,
